issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,8,href,"...e organisers. These can be found on: <a **href**=""https://resources.wjec.co.uk/"">https:/...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The attribute 'href' is correctly written as an HTML attribute.
2,10,Nosources,...                                      | **Nosources**                                        ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"The word 'Nosources' appears to be a typographical error, likely missing a space or a word."
3,10,I naming,... sources to identify reactions to James **I naming** his heirs Prince of Wales and referring...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,"The phrase 'I naming' is likely a typographical error, possibly missing a space or a word."
4,10,I naming,...lain the contemporary reaction to James **I naming** his heirs Prince of Wales and referring...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,"The phrase 'I naming' is likely a typographical error, possibly missing a space or a word."
5,11,Gunpowder plot,...ether the Catholics were framed for the **Gunpowder plot**.  # **Video(s):**  [King James I:](http...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Gunpowder plot' is correctly written as a common noun phrase.
6,14,On-going,...f necessary funds to maintain an army.  **On-going** disagreements over Charles I collection...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'On-going' is a common variant spelling of 'ongoing' in British English.
7,14,Milita,"..., the Grand Remonstrance (1641) and the **Milita** Bill (1642).  Charles' key advisers wer...",PassCode.LTC,ErrorCategory.PARSING_ERROR,85,"'Milita' is likely a typographical error, possibly missing a letter."
8,14,youtube,...ww.youtube.com/watch?v=B3s-UiERX_U)  [\(**youtube**.com\)](https://www.youtube.com/watch?v=...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'youtube' is correctly written as part of a URL.
9,19,pre and post-civil,...o look at the extent of change in Wales **pre and post-civil** war and to compare with England. Debate...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'pre and post-civil' is likely missing a hyphen or a space for clarity.
10,17,Newburythe,...ribution at the Battles of Edgehill and **Newburythe** use of the Welsh as foot soldiers and t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'Newbury' and 'the' have been incorrectly merged during PDF-to-text conversion.
11,17,EnglandPuritanism,...ncluding:the abolition of the Church of **EnglandPuritanism** and the 1650 Act to increase its influe...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'England' and 'Puritanism' have been incorrectly merged during PDF-to-text conversion, requiring a space and likely punctuation."
12,17,pre and post-civil,...o look at the extent of change in Wales **pre and post-civil** war and to compare with England.<br>Deb...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'pre and post-civil war' is a grammatically correct and commonly accepted construction.
13,17,pre and post-civil,...extent of change in Wales by looking at **pre and post-civil** War as well as comparing with religious...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'pre and post-civil War' is a grammatically correct and commonly accepted construction.
14,22,Kingthe,...nt of<br>Welshmen who<br>fought for the **Kingthe** impact on the<br>careers of the<br>Wels...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'King' and 'the' have been incorrectly merged during PDF-to-text conversion, requiring a space and likely punctuation."
15,24,postcivil,...nuity in their lives and status pre and **postcivil** war.  ### Advanced outcome:  Learners c...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The compound adjective 'post-civil' requires a hyphen for correct British English spelling.
16,25,Thomas Myddleton,...rles II being declared rightful king by **Thomas Myddleton** in Wrexham in 1659   - the restoration ...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,The surname of the historical figure is more commonly spelled 'Myddelton' (with an 'e') in authoritative historical sources.
17,25,Thomas Myddleton,"...ability that followed Cromwell's death, **Thomas Myddleton** (previously a Parliamentarian) declared...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,The surname of the historical figure is more commonly spelled 'Myddelton' (with an 'e') in authoritative historical sources.
18,29,ExamplesDebating,...-------------------------| |          | **ExamplesDebating** the most important reason why an event ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'Examples' and 'Debating' have been incorrectly merged during PDF-to-text conversion, requiring a space and likely punctuation."
19,29,happenedAsking,... the most important reason why an event **happenedAsking** questions for clarification and develop...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The words 'happened' and 'Asking' have been incorrectly merged during PDF-to-text conversion, requiring a space and likely punctuation."
20,29,ExamplesRole,"...ontent of their writing. | |          | **ExamplesRole** modelling of answers through teacher, p...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'Examples' and 'Role' have been incorrectly merged during PDF-to-text conversion.
21,30,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The compound adjective 'evidence-based' should be hyphenated; its current form is a parsing error.
22,31,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The compound adjective 'cross-curricular' should be hyphenated; its current form is a parsing error.
